document_id,canonical_id,title,source,document_type,source_tier,primary_section,secondary_sections,confidence,evidence_level,reason_for_review,url,local_path
10.11112/jksmi.2012.16.4.099,CAN_3D0FBADD513F2334EB58,An Estimation of the Temperature-dependent Thermal Conductivity for Hybrid-fiber Reinforced Shield Tunnel Lining,crossref,journal_article,TIER_B,1.4,5.7;2.4;5.4.1;5.7.2,0.3742,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2012_An_Estimation_of_the_Temperature-dependent_Thermal_Conductivity_for_Hybrid-fiber_Reinforce_2.pdf
2011_Thermal_and_Mechanical_Studies_of_Thin_Spray-On_Liner_(TSL)_for_Concrete_Tunnel_Linings_2,CAN_A074AF403803F4B8DEAF,Thermal and Mechanical Studies of Thin Spray-On Liner (TSL) for Concrete Tunnel Linings,openalex,journal_article,TIER_B,1.4,2.4;5.4.1;5.9;5.9.2,0.3766,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2011_Thermal_and_Mechanical_Studies_of_Thin_Spray-On_Liner_(TSL)_for_Concrete_Tunnel_Linings_2.pdf
10.2219/rtriqr.48.94,CAN_E4703951DE5C95479FC7,Advanced Inspection System of Tunnel Wall Deformation using Image Processing,openalex,journal_article,TIER_B,5.4.1,1.4;5.9.2;2.4.1;5.9,0.3821,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2007_Advanced_Inspection_System_of_Tunnel_Wall_Deformation_using_Image_Processing_2.pdf
10.5302/j.icros.2004.10.1.066,CAN_913175A9C7FBAAE686DA,Development of Inspection System for Crack on the Lining of Concrete Tunnel,crossref,journal_article,TIER_B,5.4.1,5.9.2;1.4;5.9;2.4,0.3866,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2004_Development_of_Inspection_System_for_Crack_on_the_Lining_of_Concrete_Tunnel_2.pdf
10.2208/jscej.2002.721_27,CAN_877DD0A77416812AF26D,THE MULTIPLIED TUNNEL SUPPORT SYSTEM APPLIED TO SQUEEZING GROUND CONDITION,openalex,journal_article,TIER_B,1.4,2.4;5.9;5.9.2;1.4.1,0.3784,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2002_THE_MULTIPLIED_TUNNEL_SUPPORT_SYSTEM_APPLIED_TO_SQUEEZING_GROUND_CONDITION_2.pdf
10.1016/0307-904x(95)00019-g,CAN_6F804C97224676C584E0,A level II reliability approach to tunnel support design,openalex,journal_article,TIER_B,2.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/1995_A_level_II_reliability_approach_to_tunnel_support_design.pdf
10.12700/aph.21.1.2024.1.15,CAN_926E5C8115E9F2A61286,Performance Analysis and Related Data Utilization of Rapid Crack Inspection Technology for Railway Tunnel Lining Surface,crossref,journal_article,TIER_B,5.4.1,1.4;5.9.2;5.9;5.9.1,0.382,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Performance_Analysis_and_Related_Data_Utilization_of_Rapid_Crack_Inspection_Technology_for_2.pdf
10.2208/jscejte.76.1_79,CAN_AC561ACCA4D2FCB6B220,THE STUDY ON ANALYSIS OF CRACK PROGRESSION OF TUNNEL LINING BASED ON CONTRIBUTIONS OF CRACK WIDTHS AND ITS LENGTHS BY USING TCI,crossref,journal_article,TIER_B,5.4.1,1.4;5.9;2.4;5.9.2,0.6192,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_THE_STUDY_ON_ANALYSIS_OF_CRACK_PROGRESSION_OF_TUNNEL_LINING_BASED_ON_CONTRIBUTIONS_OF_CRAC_2.pdf
10.2208/jscejte.76.1_1,CAN_C2936635C4460464C759,VISCO-ELASTO-PLASTIC MODEL FOR SWELLING AND SQUEEZING GROUND FOR DEFORMED TUNNEL,crossref,journal_article,TIER_B,1.4,2.4;5.4.1;1.4.1;2.2,0.3743,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_VISCO-ELASTO-PLASTIC_MODEL_FOR_SWELLING_AND_SQUEEZING_GROUND_FOR_DEFORMED_TUNNEL_2.pdf
10.17577/ijertv9is080277,CAN_931C559D5F5CCBD35298,"Prediction of Rock Burst, Squeezing and Support Design using Three-Dimensional and Conventional Methods Along Headrace Tunnel in Balephi, Nepal",crossref,journal_article,TIER_B,2.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,"/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Prediction_of_Rock_Burst,_Squeezing_and_Support_Design_using_Three-Dimensional_and_Convent_2.pdf"
10.2208/jscejte.75.1,CAN_E7E1898FB8141498E49D,STUDY ON IMPROVEMENTS OF EVALUTATION AND CALCLATION OF TUNNEL-LINING CRACK INDEX (TCI) FOR ASSESS THE HEALTH MONITORING OF TUNNEL LINING,crossref,journal_article,TIER_B,1.4,5.4.1;5.9;5.9.2;5.9.1,0.3821,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_STUDY_ON_IMPROVEMENTS_OF_EVALUTATION_AND_CALCLATION_OF_TUNNEL-LINING_CRACK_INDEX_(TCI)_FOR_2.pdf
10.2208/jscejte.74.1,CAN_F01BD07607B8A7DA6BD3,VERIFICATION ON QUANTITATIVE HEALTH MONITORING METHOD OF TUNNEL CONCRETE LINING,crossref,journal_article,TIER_B,5.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2018_VERIFICATION_ON_QUANTITATIVE_HEALTH_MONITORING_METHOD_OF_TUNNEL_CONCRETE_LINING_2.pdf
10.21817/ijet/2017/v9i6/170906029,CAN_87FCD287A2113F4D2AFA,Influence of Segmental Joints in the Segmental Circular Tunnel Lining under the Impact of Earthquakes,crossref,journal_article,TIER_B,5.4.1,1.4;2.4;1.5;1.4.1,0.3744,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_Influence_of_Segmental_Joints_in_the_Segmental_Circular_Tunnel_Lining_under_the_Impact_of_2.pdf
10.21660/2017.31.6536,CAN_19049635FBA77E244B37,3D-FEM ANALYSIS OF SHIELD TUNNEL CONSTRUCTION WITH GROUND-SPRING MODEL,crossref,journal_article,TIER_B,2.4,1.4;2.4.1;5.4.1;2.4.1.1,0.3794,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2017_3D-FEM_ANALYSIS_OF_SHIELD_TUNNEL_CONSTRUCTION_WITH_GROUND-SPRING_MODEL_2.pdf
10.7763/ijapm.2012.v2.66,CAN_A369DAE2BD77267958B2,Optimized Energy Based Design of Tunnel Lining with Macro Synthetic Fiber Composites,crossref,journal_article,TIER_B,5.7,1.4;2.4;5.7.2;5.4.1,0.6104,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2012_Optimized_Energy_Based_Design_of_Tunnel_Lining_with_Macro_Synthetic_Fiber_Composites_2.pdf
10.2208/jscejf.65.11,CAN_6385F8243B4D513FFBF8,EVALUATION METHOD FOR SOUNDNESS OF LINING CONCRETE BY TUNNEL-LINING CRACK INDEX,crossref,journal_article,TIER_B,5.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2009_EVALUATION_METHOD_FOR_SOUNDNESS_OF_LINING_CONCRETE_BY_TUNNEL-LINING_CRACK_INDEX_2.pdf
10.2208/jscejf.65.128,CAN_AB4E926D71A0E8291509,SHIELD TUNNEL LINING MEMBER FORCES CALCULATION METHOD BY TAKING INTO ACCOUNT THE SHIELD EXCAVATION PROCESS,crossref,journal_article,TIER_B,2.2,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2009_SHIELD_TUNNEL_LINING_MEMBER_FORCES_CALCULATION_METHOD_BY_TAKING_INTO_ACCOUNT_THE_SHIELD_EX_2.pdf
10.2208/jscejf.64.311,CAN_46E8380527C2C9EF18BF,EXPERIMENTAL STUDY ON COLLAPSE MECHANISM OF TUNNEL LINING AND EFFECT OF REINFORCING MATERIAL ON LOAD-BEARING CAPACITY OF TUNNEL LINING,crossref,journal_article,TIER_B,5.4.1,5.9;1.4;5.9.2;2.4,0.3813,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2008_EXPERIMENTAL_STUDY_ON_COLLAPSE_MECHANISM_OF_TUNNEL_LINING_AND_EFFECT_OF_REINFORCING_MATERI.pdf
10.2208/jscej.2005.784_87,CAN_E53F63689567AF4D516F,A STUDY ON THE BEST SPECIFICATION OF THE INSPECTION DEVICE OF TUNNEL CONCRETE LINING,crossref,journal_article,TIER_B,1.4,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2005_A_STUDY_ON_THE_BEST_SPECIFICATION_OF_THE_INSPECTION_DEVICE_OF_TUNNEL_CONCRETE_LINING_2.pdf
10.2208/jscej.2003.746_13,CAN_891B2DC6A130B41C4B5D,DIAGNOSTIC METHOD USING LOW FREQUENCY ELASTIC WAVE FOR DEFECT OF TUNNEL LINING,crossref,journal_article,TIER_B,5.4.1,1.4;5.9;5.9.2;2.4.1,0.3765,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2003_DIAGNOSTIC_METHOD_USING_LOW_FREQUENCY_ELASTIC_WAVE_FOR_DEFECT_OF_TUNNEL_LINING_2.pdf
10.2208/jscej.2002.714_233,CAN_519166B6E399F5141C1F,INVESTIGATION OF DEFORMED TUNNEL LINING CONCRETE AND ITS INSPECTION METHOD,crossref,journal_article,TIER_B,5.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2002_INVESTIGATION_OF_DEFORMED_TUNNEL_LINING_CONCRETE_AND_ITS_INSPECTION_METHOD_2.pdf
10.2208/jscej.2001.672_85,CAN_A3E0D0DFC2585ED55C60,A STUDY ON THE BEHAVIOR OF TENONED SEGMENTAL TUNNEL LINING BASED ON THE SITE MONITORING AND IT'S ANALYSES,crossref,journal_article,TIER_B,1.4,5.9;5.9.2;2.4;5.4.1,0.3811,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2001_A_STUDY_ON_THE_BEHAVIOR_OF_TENONED_SEGMENTAL_TUNNEL_LINING_BASED_ON_THE_SITE_MONITORING_AN_2.pdf
10.2208/jscej.1999.624_123,CAN_B490237F90343063C605,A DESIGN METHOD OF SHIELD TUNNEL LINING TAKING INTO ACCOUNT OF THE INTERACTION BETWEEN THE LINING AND THE GROUND,crossref,journal_article,TIER_B,2.4,,0.95,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/1999_A_DESIGN_METHOD_OF_SHIELD_TUNNEL_LINING_TAKING_INTO_ACCOUNT_OF_THE_INTERACTION_BETWEEN_THE_2.pdf
10.1038/s41598-025-33329-4,CAN_413C1389F70D8AC634B8,Analytical solution for deformation of an existing tunnel induced by shield tunnelling overcrossing in complex strata.,europe_pmc,journal_article,TIER_B,2.2.2,2.4.2.2;2.4;5.4.1;2.4.2,0.6156,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12835002,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Analytical_solution_for_deformation_of_an_existing_tunnel_induced_by_shield_tunnelling_ove.pdf
10.3390/s24030866,CAN_A4FAFADB69A46844B2AE,Confining Pressure Forecasting of Shield Tunnel Lining Based on GRU Model and RNN Model.,europe_pmc,journal_article,TIER_B,1.4,5.9;2.4;2.2;2.4.1.1,0.386,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC10857098,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Confining_Pressure_Forecasting_of_Shield_Tunnel_Lining_Based_on_GRU_Model_and_RNN_Model.pdf
2024_Assessment_of_Tunnel_Lining_Stability_through_Integrated_Monitoring_of_Fiber_Bragg_Grating,CAN_A3C3C8E35BB6044C6B59,Assessment of Tunnel Lining Stability through Integrated Monitoring of Fiber Bragg Grating Strain and Structural Deformation,europe_pmc,journal_article,TIER_B,1.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,https://europepmc.org/articles/PMC11207211,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Assessment_of_Tunnel_Lining_Stability_through_Integrated_Monitoring_of_Fiber_Bragg_Grating.pdf
10.3901/jme.2021.22.344,CAN_CEE3588141858FBA09FF,Research Progress on Big Data of Tunnel Boring Machine: How Data Mining Can Help Tunnel Boring,crossref,journal_article,TIER_B,1.4,2.4;2.4.1;1.4.1;5.9.2,0.3768,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.3901/jme.2021.22.344,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Research_Progress_on_Big_Data_of_Tunnel_Boring_Machine_How_Data_Mining_Can_Help_Tunnel_Bor.pdf
10.1038/s41598-026-35181-6,CAN_B79926A4B0ED2989329B,Analysis of the influence of new tunnel excavation on the stability of adjacent existing tunnels.,europe_pmc,journal_article,TIER_B,2.4,2.4.2;2.4.2.2;5.4.1;1.4,0.6721,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC12886929,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Analysis_of_the_influence_of_new_tunnel_excavation_on_the_stability_of_adjacent_existing_t.pdf
10.3151/coj.57.7_510,CAN_C60E4BBC1B4C2DD715BD,"Urban Tunnel Construction in Shibuya Redevelopment Project, Consideration of Shotcrete Mixture and Construction of Tunnel Lining with Self-Compacting Concrete",crossref,journal_article,TIER_B,1.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,https://doi.org/10.3151/coj.57.7_510,"/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2019_Urban_Tunnel_Construction_in_Shibuya_Redevelopment_Project,_Consideration_of_Shotcrete_Mix.pdf"
10.2208/jscej.1996.550_173,CAN_B84297ABC9C20760B6EF,PROPERTIES OF HIGH-STRENGTH SHOTCRETE INCORPORATING SILICA FUME AND AN APPLICATION FOR TUNNEL LINING,crossref,journal_article,TIER_B,1.4,,0.75,TITLE_METADATA_ONLY,insufficient_evidence_level,https://doi.org/10.2208/jscej.1996.550_173,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/1996_PROPERTIES_OF_HIGH-STRENGTH_SHOTCRETE_INCORPORATING_SILICA_FUME_AND_AN_APPLICATION_FOR_TUN.pdf
10.56726/irjmets34460,CAN_6E6EE98F24CD99C29FFA,A STUDY ON BERTHA TUNNEL BORING MACHINE,crossref,journal_article,TIER_B,5.9.2,1.4;1.4.1;5.9;2.4,0.3815,TITLE_METADATA_ONLY,classification_status_not_allowed,https://doi.org/10.56726/irjmets34460,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_A_STUDY_ON_BERTHA_TUNNEL_BORING_MACHINE.pdf
10.3390/s16101648,CAN_381E4C4EBB697407F1CB,Automatic Extraction of Tunnel Lining Cross-Sections from Terrestrial Laser Scanning Point Clouds.,europe_pmc,journal_article,TIER_B,2.4,5.4.1;2.4.1.1;2.4.2;2.4.2.2,0.3787,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC5087436,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_Automatic_Extraction_of_Tunnel_Lining_Cross-Sections_from_Terrestrial_Laser_Scanning_Point.pdf
10.2208/jscejte.76.1_112,CAN_A4AE506A6F30F28211AD,EXPERIMENTAL RESEARCH ON DEFORMATION OF SEGMENTAL LINING OF SHIELD TUNNEL,crossref,journal_article,TIER_B,5.4.1,,0.72,TITLE_METADATA_ONLY,insufficient_evidence_level,https://doi.org/10.2208/jscejte.76.1_112,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_EXPERIMENTAL_RESEARCH_ON_DEFORMATION_OF_SEGMENTAL_LINING_OF_SHIELD_TUNNEL.pdf
10.1038/s41598-026-49976-0,CAN_88D26AC0BEA9347F62D9,Predictive control of earth pressure balance in shield tunneling using a hybrid learning approach.,europe_pmc,journal_article,TIER_B,5.7.1,2.4;1.4;2.4.2.1;2.4.1.1,0.3766,ABSTRACT,classification_status_not_allowed,https://europepmc.org/articles/PMC13261108,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Predictive_control_of_earth_pressure_balance_in_shield_tunneling_using_a_hybrid_learning_a.pdf
10.1177/1475921720921559,CAN_19B21C01741B751E964D,Post-processing algorithms for distributed optical fiber sensing in structural health monitoring applications,openalex,journal_article,TIER_B,2.4.1.2,2.4.1.3;5.4.1;2.4.1.1;5.4.3,0.6066,ABSTRACT,classification_status_not_allowed,http://hdl.handle.net/2117/342401,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_Post-processing_algorithms_for_distributed_optical_fiber_sensing_in_structural_health_moni.pdf
10.1038/s41598-022-05727-5,CAN_DC7FA58259E426CF2842,Automated rock mass condition assessment during TBM tunnel excavation using deep learning,openalex,journal_article,TIER_B,2.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Automated_rock_mass_condition_assessment_during_TBM_tunnel_excavation_using_deep_learning.pdf
10.1038/s41598-026-48206-x,CAN_2E8AF7740A4FD8F5BC5C,Analytic solution of a shallow buried tunnel excavated in orthotropic rock mass.,europe_pmc,journal_article,TIER_B,2.4.1,2.4;1.4;2.4.1.1;2.2,0.3771,TITLE_METADATA_ONLY,classification_status_not_allowed,https://europepmc.org/articles/PMC13254048,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Analytic_solution_of_a_shallow_buried_tunnel_excavated_in_orthotropic_rock_mass.pdf
10.1051/e3sconf/202447902006,CAN_362E247F4DF13EFC891C,"Recommendation of excavation method and support system based on engineering geology at Riam Kiwa Dam diversion tunnel, South Kalimantan, Indonesia",doaj,journal_article,TIER_B,2.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2024_Recommendation_of_excavation_method_and_support_system_based_on_engineering_geology_at_Ria.pdf
10.33271/mining17.02.028,CAN_8A780DBE1AA152DB5B95,Evaluating the wear of cutting tools using a tunnel boring machine laboratory simulator,openalex,journal_article,TIER_B,1.4,2.4;2.4.1;5.9.2;2.2,0.3766,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Evaluating_the_wear_of_cutting_tools_using_a_tunnel_boring_machine_laboratory_simulator.pdf
10.1016/j.compgeo.2021.104150,CAN_11D574724F9E37173FFB,Hydro-mechanical modelling and analysis of multi-stage tunnel excavations using a smoothed excavation method,openalex,journal_article,TIER_B,2.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2021_Hydro-mechanical_modelling_and_analysis_of_multi-stage_tunnel_excavations_using_a_smoothed.pdf
10.9711/ktaj.2016.18.2.195,CAN_5DDDC1D4D29946BE8EEC,A knowledge-based study on design of NATM lining for subsea tunnels,crossref,journal_article,TIER_B,2.2,,0.92,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_A_knowledge-based_study_on_design_of_NATM_lining_for_subsea_tunnels.pdf
10.2208/jscejte.72.i_1,CAN_890F89D17EACA8B72755,THE EFFECT OF THE INHOMOGENEITY OF ROCK MASS TO THE TUNNEL SUPPORT STRESS DURING TUNNEL EXCAVATION,openalex,journal_article,TIER_B,2.4.1,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2016_THE_EFFECT_OF_THE_INHOMOGENEITY_OF_ROCK_MASS_TO_THE_TUNNEL_SUPPORT_STRESS_DURING_TUNNEL_EX.pdf
10.9711/ktaj.2013.15.5.483,CAN_B55E728BDE33A34AF6A4,Simulation of shield TBM tunneling in soft ground by laboratory model test,crossref,journal_article,TIER_B,2.2,1.4;2.4;2.2.2;5.9.2,0.6109,TITLE_METADATA_ONLY,classification_status_not_allowed,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2013_Simulation_of_shield_TBM_tunneling_in_soft_ground_by_laboratory_model_test.pdf
10.11648/j.ajma.20261301.12,CAN_B6D1A34BFAD023C8DED0,Rolling Window Deep Learning for Hard-rock TBM Penetration Rate Prediction,crossref,journal_article,TIER_B,2.2.1,2.2;2.4;1.4;2.4.1,0.711,ABSTRACT,classification_status_not_allowed,https://doi.org/10.11648/j.ajma.20261301.12,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2026_Rolling_Window_Deep_Learning_for_Hard-rock_TBM_Penetration_Rate_Prediction_2.pdf
10.5194/isprs-archives-xliii-b4-2020-741-2020,CAN_65EA92B200B7B857F579,TACK PROJECT: TUNNEL AND BRIDGE AUTOMATIC CRACK MONITORING USING DEEP LEARNING AND PHOTOGRAMMETRY,openalex,journal_article,TIER_B,5.4.1,2.4.1.2;2.4.1.3;2.4.1.1;2.4,0.6683,ABSTRACT,classification_status_not_allowed,https://doi.org/10.5194/isprs-archives-xliii-b4-2020-741-2020,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2020_TACK_PROJECT_TUNNEL_AND_BRIDGE_AUTOMATIC_CRACK_MONITORING_USING_DEEP_LEARNING_AND_PHOTOGRA.pdf
10.25236/ijfet.2023.050605,CAN_D749969AB886C9677C40,Study on the Coupled Smoke Characteristics and Evacuation of Underwater Immersed Tube in Tunnel Fire,crossref,journal_article,TIER_B,2.2.3,1.5,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2023_Study_on_the_Coupled_Smoke_Characteristics_and_Evacuation_of_Underwater_Immersed_Tube_in_T.pdf
10.31127/tuje.1013374,CAN_9C937360EEE6034AC391,Design and implementation of a real-time demonstration setup for dynamic highway tunnel lighting control research studies,openalex,journal_article,TIER_B,5.7.2,,0.85,TITLE_METADATA_ONLY,insufficient_evidence_level,,/Users/bulsahkecici/Projects/paper-crawler-agent/tunel_makaleleri/pdfs/2022_Design_and_implementation_of_a_real-time_demonstration_setup_for_dynamic_highway_tunnel_li.pdf
