document_id,source_relative_path,source_filename,source_extension,source_sha256,selected_variant,authority_level_current,authority_level_suggested,authority_evidence,authority_confidence,document_type_current,document_type_suggested,document_type_evidence,document_type_confidence,language_current,language_suggested,language_confidence,year_current,year_suggested,year_evidence,year_confidence,topics_current,topics_suggested,topics_evidence,topics_confidence,organization_suggested,title_suggested,citation_mode,citation_sidecar,original_page_provenance_available,requires_human_review,review_status
DOC000124,Mehmet/Literatur/Wordler/YTU Yuksek Lisans.docx,YTU Yuksek Lisans.docx,.docx,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,full_docling,,B,Üniversite tez/research kanıtı: yıldız teknik üniversitesi,high,unknown,thesis,İlk içerik bölümünde yayın türü sinyali: yüksek lisans tezi,high,,tr,high,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,excavation|forepoling|geology|geotechnical_investigation|history|injection|jet_grouting|natm|portal|rock_bolt|rock_mechanics|shotcrete|steel_rib|support_systems|tbm|water,natm:natm; tbm:tbm; geotechnical_investigation:geoteknik; geology:jeoloji; rock_mechanics:kaya mekani; excavation:kazı; shotcrete:püskürtme beton; steel_rib:çelik iksa; rock_bolt:kaya bulonu; forepoling:süren; support_systems:destek sistem; jet_grouting:jet grout,high,,YTU Yuksek Lisans,document_section,data/temp/full_docling_chunks/DOC000124/0001.docling.json,false,true,pending
DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,Ahmet Sirin.pdf,.pdf,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: kgm,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,blasting|geology|natm|standards|tbm,natm:natm; tbm:tbm; geology:jeoloji; blasting:patlatma; standards:standart; tunnel_general:tünel,high,Karayolları Genel Müdürlüğü (KGM),Ahmet Sirin,pdf_page,data/temp/full_docling_chunks/DOC000125/0001.docling.json|data/temp/full_docling_chunks/DOC000125/0005.docling.json|data/temp/full_docling_chunks/DOC000125/0002.docling.json|data/temp/full_docling_chunks/DOC000125/0003.docling.json|data/temp/full_docling_chunks/DOC000125/0004.docling.json,true,true,pending
DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,Dr Orhan Simsek.pdf,.pdf,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,forepoling|geology|injection|shotcrete,geology:jeoloji; shotcrete:püskürtme beton; forepoling:süren; injection:enjeksiyon; tunnel_general:tünel,high,,Dr Orhan Simsek,pdf_page,data/temp/full_docling_chunks/DOC000126/0001.docling.json|data/temp/full_docling_chunks/DOC000126/0002.docling.json|data/temp/full_docling_chunks/DOC000126/0003.docling.json,true,true,pending
DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,M.Kemal Akman.pdf,.pdf,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,cost|drainage|geology|geotechnical_investigation|history|portal|safety|standards|traffic,geotechnical_investigation:sondaj; geology:jeoloji; drainage:drenaj; portal:portal; safety:güvenlik; traffic:trafik; standards:standart; cost:maliyet; history:tarihçe; tunnel_general:tünel,high,,M.Kemal Akman,pdf_page,data/temp/full_docling_chunks/DOC000127/0001.docling.json|data/temp/full_docling_chunks/DOC000127/0002.docling.json,true,true,pending
DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,Merih Ozgen.pdf,.pdf,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,blasting|support_systems|tbm,tbm:tunnel boring machine; blasting:patlatma; support_systems:tahkimat; tunnel_general:tünel,high,,Merih Ozgen,pdf_page,data/temp/full_docling_chunks/DOC000128/0001.docling.json|data/temp/full_docling_chunks/DOC000128/0002.docling.json|data/temp/full_docling_chunks/DOC000128/0003.docling.json,true,true,pending
DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,Muhammed Alyuruk.pdf,.pdf,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,accident|drainage|standards|traffic,drainage:drenaj; traffic:trafik; standards:standart; accident:kaza; tunnel_general:tünel,high,,Muhammed Alyuruk,pdf_page,data/temp/full_docling_chunks/DOC000129/0001.docling.json,true,true,pending
DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,Murat Dursun Barut.pdf,.pdf,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,accident|inspection|portal|safety|traffic,portal:portal; safety:güvenlik; traffic:trafik; inspection:muayene; accident:kaza; tunnel_general:tünel,high,,Murat Dursun Barut,pdf_page,data/temp/full_docling_chunks/DOC000130/0001.docling.json|data/temp/full_docling_chunks/DOC000130/0002.docling.json,true,true,pending
DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,Nurettin Demir.pdf,.pdf,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,geology|injection|natm|portal|risk|standards|tbm,natm:natm; tbm:tbm; geology:jeoloji; injection:enjeksiyon; portal:portal; risk:risk; standards:en 1; tunnel_general:tünel,high,,Nurettin Demir,pdf_page,data/temp/full_docling_chunks/DOC000131/0001.docling.json|data/temp/full_docling_chunks/DOC000131/0002.docling.json|data/temp/full_docling_chunks/DOC000131/0003.docling.json|data/temp/full_docling_chunks/DOC000131/0004.docling.json,true,true,pending
DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,Prof Mahir Vardar.pdf,.pdf,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2013,Dosya yolu/başlıkta açık yıl: 2013,high,,safety|support_systems,support_systems:tahkimat; safety:güvenlik; tunnel_general:tünel,high,,Prof Mahir Vardar,pdf_page,data/temp/full_docling_chunks/DOC000132/0001.docling.json|data/temp/full_docling_chunks/DOC000132/0002.docling.json|data/temp/full_docling_chunks/DOC000132/0003.docling.json|data/temp/full_docling_chunks/DOC000132/0004.docling.json,true,true,pending
DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,.pdf,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,2015,Dosya yolu/başlıkta açık yıl: 2015,high,safety,excavation|geotechnical_investigation|monitoring|risk|safety|tbm,tbm:tbm; geotechnical_investigation:geotechnical; excavation:excavat; monitoring:monitoring; risk:risk; safety:safety; tunnel_general:tunnel,high,,10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus,pdf_page,data/temp/full_docling_chunks/DOC000145/0001.docling.json,true,true,pending
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,YTMK Kaynaklar.docx,.docx,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,mixed,medium,,,Publication year için güvenilir açık kanıt bulunamadı; filesystem tarihi kullanılmadı,low,,contracts|geotechnical_investigation|monitoring|regulation|safety,geotechnical_investigation:geotechnical; monitoring:monitoring; safety:safety; regulation:regulation; contracts:contract,high,,YTMK Kaynaklar,document_section,,false,true,pending
DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,.pdf,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,excavation,excavation|geology|monitoring|operations|tbm,tbm:tbm; geology:geolog; excavation:excavat; monitoring:monitoring; operations:operation; tunnel_general:tunnel,high,,10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach,pdf_page,data/temp/full_docling_chunks/DOC000153/0001.docling.json,true,true,pending
DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,.pdf,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,contracts|drainage|excavation|forepoling|geology|geotechnical_investigation|maintenance|operations|rock_bolt|steel_rib|tbm|water,tbm:tbm; geotechnical_investigation:geotechnical; geology:geolog; excavation:excavat; steel_rib:steel rib; rock_bolt:rockbolt; forepoling:forepol; water:groundwater; drainage:drainage; operations:operation; maintenance:maintenance; contracts:contract,high,,11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas,pdf_page,data/temp/full_docling_chunks/DOC000154/0001.docling.json,true,true,pending
DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,12_1_Fire Safety in Tunnels.pdf,.pdf,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,drawing,Dosya yolu/başlık/ilk heading sinyali: detay,medium,,tr,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,safety|fire_safety,fire_safety|safety|standards|ventilation,safety:safety; fire_safety:yangın; ventilation:havalandırma; standards:standart; tunnel_general:tünel,high,,12_1_Fire Safety in Tunnels,pdf_page,data/temp/full_docling_chunks/DOC000155/0001.docling.json,true,true,pending
DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,12_2_Fire Safety in Tunnels.pdf,.pdf,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b,full_docling,,unclassified,İçerikte resmî kaynağa atıf var; belgenin kendisinin authority'si doğrulanmadı: mevzuat,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,safety|fire_safety,accident|cost|fire_safety|regulation|safety|standards,safety:safety; fire_safety:yangın; regulation:mevzuat; standards:standard; cost:cost; accident:accident; tunnel_general:tünel,high,PIARC,12_2_Fire Safety in Tunnels,pdf_page,data/temp/full_docling_chunks/DOC000156/0001.docling.json,true,true,pending
DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,.pdf,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,contracts|cost|operations|risk,risk:risk; operations:operation; cost:cost; contracts:contract; tunnel_general:tunnel,high,,1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now,pdf_page,data/temp/full_docling_chunks/DOC000157/0001.docling.json|data/temp/full_docling_chunks/DOC000157/0002.docling.json,true,true,pending
DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,.pdf,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,excavation|natm|tbm,natm:natm; tbm:tbm; excavation:kazı; tunnel_general:tünel,high,,2_Present and Future of Tunnel Constructions in Transportation Infrastructure,pdf_page,data/temp/full_docling_chunks/DOC000158/0001.docling.json|data/temp/full_docling_chunks/DOC000158/0002.docling.json,true,true,pending
DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,.pdf,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf,baseline,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,accident|operations|tbm,tbm:tbm; operations:işletme; accident:kaza; tunnel_general:tünel,high,,3_HIZRAY Project and Planned Future of Istanbul Metro Works,source_only,,false,true,pending
DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf","4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",.pdf,1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,contracts|excavation|operations|tbm,tbm:tbm; excavation:excavat; operations:operating; contracts:contract; tunnel_general:tünel,high,,"4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered",pdf_page,data/temp/full_docling_chunks/DOC000160/0001.docling.json|data/temp/full_docling_chunks/DOC000160/0002.docling.json,true,true,pending
DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf","5_Past, Present and Future of Izmir Metro Works.pdf",.pdf,7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,tr,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,accident|contracts|excavation|maintenance|operations,excavation:kazı; operations:işletme; maintenance:bakım; contracts:sözleşme; accident:kaza; tunnel_general:tünel,high,,"5_Past, Present and Future of Izmir Metro Works",pdf_page,data/temp/full_docling_chunks/DOC000161/0001.docling.json|data/temp/full_docling_chunks/DOC000161/0002.docling.json,true,true,pending
DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf","6_Past, Present and Future of DSI Tunnels.pdf",.pdf,f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,excavation|geology|geotechnical_investigation|injection|karst|tbm,tbm:tbm; geotechnical_investigation:sondaj; geology:jeoloji; excavation:kazı; injection:enjeksiyon; karst:karst; tunnel_general:tünel,high,,"6_Past, Present and Future of DSI Tunnels",pdf_page,data/temp/full_docling_chunks/DOC000162/0001.docling.json,true,true,pending
DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,.pdf,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d,full_docling,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,en,en,high,,2022,Dosya yolu/başlıkta açık yıl: 2022,high,,contracts|injection,injection:enjeksiyon; contracts:sözleşme; tunnel_general:tünel,high,,7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors,pdf_page,data/temp/full_docling_chunks/DOC000163/0001.docling.json,true,true,pending
